crop_name,grade,quantity_kg,month,region,base_price,perishability,demand_index,fair_price_kg,listing_price_kg,is_sold,days_to_sell
Onion,C,587.1,8,"Nashik, Maharashtra",28.0,0.3,1.07,24.61,25.23,1,4
Maize,C,1209.8,1,"Bengaluru, Karnataka",23.0,0.1,1.0,20.53,20.57,1,3
Tomato,C,2620.0,8,"Anand, Gujarat",24.0,0.85,1.23,20.28,18.45,1,6
Potato,A,139.7,5,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.18,29.51,29.74,1,5
Maize,B,2676.4,10,"Nashik, Maharashtra",23.0,0.1,1.39,20.57,18.54,1,6
Cabbage,A,2900.2,6,"Ludhiana, Punjab",18.0,0.6,1.32,22.81,19.99,1,5
Soybean,A,2684.5,12,"Bengaluru, Karnataka",46.0,0.1,1.2,64.62,67.76,1,2
Onion,A,610.4,2,"Indore, Madhya Pradesh",28.0,0.3,1.0,29.46,36.06,0,25
Cauliflower,B,1262.4,7,"Ludhiana, Punjab",26.0,0.8,1.36,28.41,34.85,0,25
Maize,C,606.3,1,"Anand, Gujarat",23.0,0.1,1.14,21.4,18.65,1,2
Cabbage,A,2252.2,4,"Indore, Madhya Pradesh",18.0,0.6,1.04,21.51,22.1,1,7
Onion,B,138.4,10,"Guntur, Andhra Pradesh",28.0,0.3,1.01,27.04,24.35,1,3
Soybean,A,1081.2,6,"Ludhiana, Punjab",46.0,0.1,1.33,59.72,66.1,0,25
Rice,C,1036.3,1,"Pune, Maharashtra",48.0,0.05,0.96,40.51,44.42,0,25
Maize,B,3661.1,10,"Indore, Madhya Pradesh",23.0,0.1,1.22,17.06,16.6,1,2
Carrot,C,1175.9,6,"Ludhiana, Punjab",34.0,0.5,1.32,35.5,43.6,0,25
Wheat,B,3355.2,3,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.03,25.4,27.23,0,25
Sugarcane,A,868.5,1,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.3,5.08,5.81,0,25
Brinjal,C,1824.8,2,"Bengaluru, Karnataka",22.0,0.75,1.04,23.38,23.84,1,2
Tomato,C,2697.3,12,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.12,17.16,15.6,1,2
Groundnut,A,290.2,12,"Ludhiana, Punjab",72.0,0.1,0.94,62.87,56.0,1,2
Groundnut,A,3876.7,2,"Ludhiana, Punjab",72.0,0.1,1.31,84.81,81.85,1,7
Wheat,B,3214.1,4,"Pune, Maharashtra",30.0,0.05,0.99,24.9,26.79,0,25
Potato,B,1732.3,8,"Ludhiana, Punjab",20.0,0.2,1.11,19.91,18.94,1,2
Onion,C,835.9,6,"Nashik, Maharashtra",28.0,0.3,1.24,26.96,27.26,1,7
Maize,B,3564.1,7,"Pune, Maharashtra",23.0,0.1,1.12,23.57,21.44,1,3
Onion,C,2812.9,3,"Bengaluru, Karnataka",28.0,0.3,1.14,28.46,28.78,1,5
Wheat,B,3190.7,2,"Nashik, Maharashtra",30.0,0.05,0.93,29.22,31.72,0,25
Soybean,B,197.5,5,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.27,55.23,63.92,0,25
Cauliflower,A,62.0,10,"Pune, Maharashtra",26.0,0.8,1.02,35.96,44.91,0,25
Onion,B,1059.3,1,"Anand, Gujarat",28.0,0.3,1.2,28.26,31.33,0,25
Cabbage,B,2140.3,10,"Guntur, Andhra Pradesh",18.0,0.6,1.15,19.17,18.01,1,2
Carrot,C,525.1,11,"Indore, Madhya Pradesh",34.0,0.5,1.11,26.22,23.36,1,6
Onion,A,1182.3,8,"Bengaluru, Karnataka",28.0,0.3,0.92,31.84,33.18,1,4
Rice,A,772.9,7,"Ludhiana, Punjab",48.0,0.05,1.27,63.69,69.3,0,25
Cabbage,C,1812.0,10,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.91,15.75,17.87,0,25
Maize,B,3400.1,7,"Anand, Gujarat",23.0,0.1,1.38,25.45,22.15,1,4
Maize,C,401.6,2,"Anand, Gujarat",23.0,0.1,0.93,20.78,18.98,1,5
Tomato,C,3406.0,2,"Pune, Maharashtra",24.0,0.85,1.35,11.83,10.45,1,3
Groundnut,C,3594.9,3,"Indore, Madhya Pradesh",72.0,0.1,0.94,53.87,55.37,1,2
Cotton,C,2057.5,11,"Pune, Maharashtra",70.0,0.05,1.31,61.27,74.82,0,25
Maize,B,596.1,9,"Pune, Maharashtra",23.0,0.1,1.28,18.99,19.57,1,8
Green Chilli,C,3932.3,10,"Bengaluru, Karnataka",55.0,0.7,1.39,44.32,47.23,0,25
Tomato,A,234.9,9,"Pune, Maharashtra",24.0,0.85,1.14,38.54,40.06,1,3
Cotton,A,2275.5,7,"Bengaluru, Karnataka",70.0,0.05,1.05,80.6,90.05,0,25
Maize,A,3277.7,11,"Indore, Madhya Pradesh",23.0,0.1,1.04,26.69,24.45,1,5
Cauliflower,C,2918.5,8,"Anand, Gujarat",26.0,0.8,1.1,26.09,31.03,0,25
Soybean,C,220.4,5,"Nashik, Maharashtra",46.0,0.1,1.08,39.85,45.24,0,25
Wheat,A,1450.7,2,"Guntur, Andhra Pradesh",30.0,0.05,0.92,36.2,33.33,1,3
Maize,C,2905.3,6,"Bengaluru, Karnataka",23.0,0.1,1.08,20.58,23.91,0,25
Carrot,C,1206.8,3,"Guntur, Andhra Pradesh",34.0,0.5,0.92,26.69,29.52,0,25
Cotton,C,2209.9,7,"Guntur, Andhra Pradesh",70.0,0.05,1.26,59.94,73.38,0,25
Brinjal,A,2071.2,8,"Pune, Maharashtra",22.0,0.75,0.98,24.96,24.59,1,4
Potato,B,1656.2,11,"Bengaluru, Karnataka",20.0,0.2,1.17,23.73,21.36,1,4
Cabbage,A,1630.5,9,"Pune, Maharashtra",18.0,0.6,1.25,23.4,23.97,1,8
Brinjal,B,1808.4,9,"Anand, Gujarat",22.0,0.75,1.19,19.58,19.97,1,6
Onion,A,897.1,2,"Pune, Maharashtra",28.0,0.3,1.31,25.66,29.25,0,25
Green Chilli,C,2873.2,4,"Anand, Gujarat",55.0,0.7,0.95,40.63,38.0,1,6
Maize,A,3925.0,3,"Ludhiana, Punjab",23.0,0.1,0.92,24.68,21.91,1,3
Cotton,C,1473.2,3,"Nashik, Maharashtra",70.0,0.05,1.38,71.46,82.19,0,25
Carrot,A,2484.3,2,"Pune, Maharashtra",34.0,0.5,1.11,30.33,34.24,0,25
Wheat,A,3388.3,7,"Guntur, Andhra Pradesh",30.0,0.05,1.14,31.93,36.6,0,25
Maize,C,550.8,9,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.03,16.21,17.87,0,25
Cauliflower,C,1873.8,7,"Nashik, Maharashtra",26.0,0.8,1.18,21.8,19.37,1,2
Wheat,B,3367.0,4,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.21,28.8,35.39,0,25
Cauliflower,B,3902.3,12,"Bengaluru, Karnataka",26.0,0.8,1.1,21.62,23.73,0,25
Carrot,B,1283.8,10,"Guntur, Andhra Pradesh",34.0,0.5,1.35,40.18,38.35,1,4
Soybean,A,2474.1,2,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.26,61.97,69.52,0,25
Tomato,C,1023.3,6,"Indore, Madhya Pradesh",24.0,0.85,1.36,22.75,20.37,1,4
Brinjal,C,3338.5,4,"Nashik, Maharashtra",22.0,0.75,1.17,18.43,21.35,0,25
Sugarcane,B,1291.8,7,"Bengaluru, Karnataka",4.5,0.4,1.11,5.2,5.49,0,25
Wheat,B,270.5,10,"Ludhiana, Punjab",30.0,0.05,1.14,30.86,26.84,1,4
Soybean,C,1229.9,3,"Pune, Maharashtra",46.0,0.1,1.39,45.91,55.93,0,25
Brinjal,C,3453.2,12,"Pune, Maharashtra",22.0,0.75,1.21,20.79,21.26,1,5
Green Chilli,B,106.7,3,"Pune, Maharashtra",55.0,0.7,1.3,61.79,61.52,1,6
Green Chilli,C,1830.0,10,"Nashik, Maharashtra",55.0,0.7,1.38,57.0,65.96,0,25
Rice,A,566.9,7,"Nashik, Maharashtra",48.0,0.05,1.33,57.4,68.9,0,25
Sugarcane,A,1379.2,7,"Anand, Gujarat",4.5,0.4,1.04,5.63,5.03,1,5
Cabbage,C,3705.1,4,"Ludhiana, Punjab",18.0,0.6,0.9,15.6,18.6,0,25
Onion,A,765.1,5,"Anand, Gujarat",28.0,0.3,1.28,34.09,35.14,1,8
Carrot,C,1634.9,5,"Indore, Madhya Pradesh",34.0,0.5,1.28,28.15,25.09,1,2
Groundnut,A,3647.3,6,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.33,90.23,106.12,0,25
Wheat,C,74.2,1,"Guntur, Andhra Pradesh",30.0,0.05,1.35,28.33,30.75,0,25
Brinjal,B,555.0,9,"Indore, Madhya Pradesh",22.0,0.75,1.34,19.28,17.72,1,5
Green Chilli,B,1812.2,5,"Nashik, Maharashtra",55.0,0.7,1.4,55.15,50.5,1,6
Onion,A,261.2,3,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.16,32.19,30.31,1,6
Carrot,B,1415.6,7,"Bengaluru, Karnataka",34.0,0.5,1.19,35.62,30.96,1,4
Cotton,C,3934.4,6,"Anand, Gujarat",70.0,0.05,1.37,69.25,63.71,1,2
Soybean,C,1331.0,9,"Bengaluru, Karnataka",46.0,0.1,1.03,46.69,44.7,1,2
Brinjal,B,1501.3,11,"Pune, Maharashtra",22.0,0.75,1.23,14.76,14.54,1,3
Rice,A,3780.6,3,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,0.98,57.2,66.23,0,25
Cabbage,C,3763.3,11,"Indore, Madhya Pradesh",18.0,0.6,1.27,13.79,17.15,0,25
Carrot,B,1009.4,4,"Guntur, Andhra Pradesh",34.0,0.5,1.05,31.93,33.39,1,2
Cotton,C,720.4,11,"Guntur, Andhra Pradesh",70.0,0.05,0.94,44.47,46.24,1,7
Soybean,C,2446.6,2,"Nashik, Maharashtra",46.0,0.1,1.09,39.1,38.38,1,6
Tomato,B,2890.8,6,"Bengaluru, Karnataka",24.0,0.85,1.15,28.19,25.59,1,5
Rice,B,96.7,5,"Bengaluru, Karnataka",48.0,0.05,1.33,63.95,73.29,0,25
Cauliflower,A,1923.0,8,"Guntur, Andhra Pradesh",26.0,0.8,1.04,25.38,30.76,0,25
Cotton,B,1151.5,3,"Ludhiana, Punjab",70.0,0.05,1.03,68.01,64.93,1,2
Cauliflower,A,310.5,12,"Ludhiana, Punjab",26.0,0.8,1.2,23.47,21.99,1,5
Cauliflower,A,2760.6,11,"Nashik, Maharashtra",26.0,0.8,1.28,26.69,25.26,1,5
Potato,C,2074.3,9,"Indore, Madhya Pradesh",20.0,0.2,1.03,14.79,15.76,0,25
Brinjal,C,2134.4,10,"Guntur, Andhra Pradesh",22.0,0.75,1.29,18.34,19.98,0,25
Wheat,B,2827.2,10,"Indore, Madhya Pradesh",30.0,0.05,1.32,28.99,25.86,1,6
Soybean,A,968.6,7,"Pune, Maharashtra",46.0,0.1,1.31,68.36,72.88,0,25
Brinjal,C,1107.8,3,"Pune, Maharashtra",22.0,0.75,1.35,16.94,20.03,0,25
Soybean,A,2109.8,3,"Indore, Madhya Pradesh",46.0,0.1,1.02,51.78,46.35,1,5
Cauliflower,B,3683.8,7,"Nashik, Maharashtra",26.0,0.8,0.98,23.29,28.01,0,25
Rice,A,2333.4,12,"Nashik, Maharashtra",48.0,0.05,1.36,48.67,57.26,0,25
Tomato,A,3561.4,3,"Bengaluru, Karnataka",24.0,0.85,0.91,31.08,35.02,0,25
Brinjal,B,502.7,7,"Guntur, Andhra Pradesh",22.0,0.75,1.36,21.32,23.85,0,25
Cauliflower,C,1575.6,12,"Indore, Madhya Pradesh",26.0,0.8,0.91,17.07,15.08,1,3
Green Chilli,B,293.8,5,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.26,71.43,69.84,1,3
Onion,C,1141.6,8,"Nashik, Maharashtra",28.0,0.3,1.29,24.36,28.17,0,25
Cauliflower,C,1293.7,4,"Anand, Gujarat",26.0,0.8,1.1,25.67,28.76,0,25
Onion,A,2946.7,4,"Nashik, Maharashtra",28.0,0.3,1.4,33.84,34.95,1,7
Maize,A,3278.6,6,"Nashik, Maharashtra",23.0,0.1,1.04,24.54,24.58,1,7
Green Chilli,A,1759.8,7,"Nashik, Maharashtra",55.0,0.7,1.35,65.79,66.18,1,4
Onion,A,1231.4,6,"Guntur, Andhra Pradesh",28.0,0.3,0.94,38.01,47.41,0,25
Rice,B,2189.5,8,"Nashik, Maharashtra",48.0,0.05,0.95,49.04,53.73,0,25
Maize,C,1904.3,10,"Pune, Maharashtra",23.0,0.1,1.16,19.23,22.19,0,25
Brinjal,B,2238.1,5,"Bengaluru, Karnataka",22.0,0.75,1.09,25.27,28.81,0,25
Cabbage,C,1584.2,3,"Guntur, Andhra Pradesh",18.0,0.6,1.13,17.1,17.5,1,6
Maize,C,2140.1,8,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.24,22.42,24.8,0,25
Sugarcane,C,171.0,6,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.3,4.49,5.33,0,25
Cabbage,B,2788.2,1,"Guntur, Andhra Pradesh",18.0,0.6,1.02,15.03,12.91,1,2
Brinjal,C,3404.6,8,"Ludhiana, Punjab",22.0,0.75,1.22,15.69,14.51,1,2
Onion,C,1505.7,10,"Nashik, Maharashtra",28.0,0.3,0.97,17.39,15.29,1,4
Green Chilli,C,1869.3,2,"Ludhiana, Punjab",55.0,0.7,1.13,44.96,40.7,1,3
Cabbage,A,2190.2,2,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.3,16.71,18.51,0,25
Potato,B,2865.4,10,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.1,22.52,20.61,1,5
Carrot,B,260.9,8,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.25,42.91,53.56,0,25
Maize,B,3669.2,5,"Ludhiana, Punjab",23.0,0.1,0.95,19.82,19.8,1,7
Tomato,B,549.4,9,"Guntur, Andhra Pradesh",24.0,0.85,1.32,24.93,22.6,1,6
Green Chilli,B,2319.4,12,"Nashik, Maharashtra",55.0,0.7,1.37,68.84,64.56,1,5
Green Chilli,B,1864.5,1,"Pune, Maharashtra",55.0,0.7,1.01,61.26,55.4,1,6
Carrot,A,2463.6,9,"Anand, Gujarat",34.0,0.5,1.34,44.64,38.99,1,4
Soybean,C,2770.9,3,"Anand, Gujarat",46.0,0.1,1.26,39.9,37.75,1,3
Brinjal,A,3700.6,9,"Guntur, Andhra Pradesh",22.0,0.75,1.3,19.86,17.35,1,3
Cauliflower,C,508.9,2,"Nashik, Maharashtra",26.0,0.8,1.09,25.43,21.63,1,2
Carrot,A,784.4,6,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,0.94,47.52,44.71,1,6
Sugarcane,B,587.8,10,"Nashik, Maharashtra",4.5,0.4,0.92,4.31,4.46,1,7
Cabbage,B,3830.1,1,"Nashik, Maharashtra",18.0,0.6,1.03,12.96,11.47,1,4
Sugarcane,B,1207.5,12,"Ludhiana, Punjab",4.5,0.4,1.31,3.49,3.16,1,4
Carrot,B,1411.2,7,"Bengaluru, Karnataka",34.0,0.5,1.2,39.53,35.43,1,6
Onion,C,848.6,8,"Anand, Gujarat",28.0,0.3,1.06,28.13,29.97,0,25
Rice,C,1068.4,1,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,0.92,42.52,46.53,0,25
Rice,C,1899.7,2,"Anand, Gujarat",48.0,0.05,1.05,43.94,54.41,0,25
Sugarcane,C,1061.3,8,"Ludhiana, Punjab",4.5,0.4,1.28,4.16,5.06,0,25
Brinjal,C,3455.1,7,"Nashik, Maharashtra",22.0,0.75,1.39,18.18,18.62,1,7
Carrot,A,3986.0,12,"Bengaluru, Karnataka",34.0,0.5,1.35,41.21,44.05,0,25
Potato,B,3688.5,7,"Bengaluru, Karnataka",20.0,0.2,1.3,22.45,24.75,0,25
Cotton,B,2183.8,3,"Guntur, Andhra Pradesh",70.0,0.05,1.07,80.05,97.73,0,25
Groundnut,A,1823.5,6,"Guntur, Andhra Pradesh",72.0,0.1,1.07,88.07,77.68,1,6
Potato,A,3307.4,12,"Anand, Gujarat",20.0,0.2,1.2,22.22,25.69,0,25
Onion,A,2814.4,11,"Indore, Madhya Pradesh",28.0,0.3,1.27,31.78,35.48,0,25
Cabbage,A,3806.6,2,"Bengaluru, Karnataka",18.0,0.6,1.4,17.8,17.89,1,6
Soybean,A,3231.5,6,"Anand, Gujarat",46.0,0.1,1.25,56.24,57.82,1,5
Soybean,C,2553.7,3,"Anand, Gujarat",46.0,0.1,1.1,36.0,35.14,1,7
Wheat,C,749.6,11,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,0.9,25.56,22.57,1,2
Carrot,B,91.8,1,"Ludhiana, Punjab",34.0,0.5,1.33,30.96,26.94,1,3
Green Chilli,A,3868.1,6,"Anand, Gujarat",55.0,0.7,1.23,43.26,48.65,0,25
Wheat,B,1780.3,1,"Ludhiana, Punjab",30.0,0.05,0.92,29.25,30.04,1,3
Potato,B,2847.8,6,"Nashik, Maharashtra",20.0,0.2,1.19,19.68,19.61,1,2
Rice,C,88.4,1,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.1,50.51,62.53,0,25
Sugarcane,C,2775.6,4,"Nashik, Maharashtra",4.5,0.4,1.19,3.83,3.26,1,3
Tomato,A,2050.6,1,"Guntur, Andhra Pradesh",24.0,0.85,1.25,23.91,25.51,0,25
Soybean,C,3962.4,4,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.07,41.04,44.99,0,25
Maize,A,3051.9,6,"Ludhiana, Punjab",23.0,0.1,1.02,23.98,21.79,1,3
Onion,A,3856.8,7,"Nashik, Maharashtra",28.0,0.3,1.18,35.74,38.64,0,25
Soybean,A,1742.5,10,"Guntur, Andhra Pradesh",46.0,0.1,1.36,47.66,50.93,0,25
Groundnut,B,224.2,5,"Indore, Madhya Pradesh",72.0,0.1,1.25,75.58,71.55,1,4
Wheat,C,3564.6,12,"Anand, Gujarat",30.0,0.05,1.01,26.01,25.3,1,6
Green Chilli,A,1600.9,1,"Nashik, Maharashtra",55.0,0.7,1.13,80.03,92.32,0,25
Cotton,A,81.8,6,"Ludhiana, Punjab",70.0,0.05,0.98,81.49,85.34,1,9
Green Chilli,B,775.4,7,"Anand, Gujarat",55.0,0.7,0.95,46.69,49.72,0,25
Potato,C,787.7,11,"Nashik, Maharashtra",20.0,0.2,1.37,18.66,21.75,0,25
Wheat,B,110.2,2,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.29,35.4,38.18,0,25
Soybean,B,1014.9,6,"Nashik, Maharashtra",46.0,0.1,1.22,52.76,53.58,1,4
Tomato,A,1566.9,2,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.12,24.16,28.21,0,25
Cabbage,A,1371.3,11,"Pune, Maharashtra",18.0,0.6,1.39,26.09,31.32,0,25
Cabbage,C,3436.0,6,"Indore, Madhya Pradesh",18.0,0.6,1.33,14.9,13.19,1,4
Cabbage,B,1611.2,3,"Pune, Maharashtra",18.0,0.6,1.02,20.28,23.76,0,25
Potato,A,1511.7,8,"Anand, Gujarat",20.0,0.2,1.16,22.83,20.12,1,4
Carrot,A,3634.0,1,"Anand, Gujarat",34.0,0.5,0.96,32.74,30.78,1,6
Tomato,A,2816.7,7,"Bengaluru, Karnataka",24.0,0.85,0.98,22.29,24.72,0,25
Cabbage,C,1442.7,2,"Anand, Gujarat",18.0,0.6,1.36,14.27,17.32,0,25
Groundnut,A,423.1,10,"Ludhiana, Punjab",72.0,0.1,0.95,62.07,55.54,1,4
Cauliflower,B,2224.9,9,"Ludhiana, Punjab",26.0,0.8,1.27,30.08,31.15,1,8
Potato,C,2246.3,7,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,0.92,16.72,14.55,1,6
Green Chilli,A,3074.1,9,"Indore, Madhya Pradesh",55.0,0.7,1.25,65.31,81.09,0,25
Cabbage,A,3224.6,3,"Indore, Madhya Pradesh",18.0,0.6,1.04,19.17,23.67,0,25
Wheat,A,595.5,9,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.26,40.99,37.75,1,3
Wheat,C,3710.2,11,"Anand, Gujarat",30.0,0.05,1.39,27.56,24.92,1,6
Tomato,B,1151.0,5,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.39,25.35,30.92,0,25
Cotton,C,1714.8,2,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.38,63.8,63.41,1,6
Rice,C,549.8,11,"Nashik, Maharashtra",48.0,0.05,1.21,36.3,33.87,1,2
Maize,C,3416.9,4,"Anand, Gujarat",23.0,0.1,0.97,19.12,19.61,1,4
Maize,A,1523.1,4,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.0,31.28,32.89,0,25
Brinjal,B,1051.2,7,"Nashik, Maharashtra",22.0,0.75,1.0,20.01,22.47,0,25
Cotton,A,3182.5,12,"Ludhiana, Punjab",70.0,0.05,1.02,65.36,64.86,1,7
Onion,C,3083.2,3,"Bengaluru, Karnataka",28.0,0.3,1.24,19.91,22.11,0,25
Cabbage,A,3539.7,11,"Guntur, Andhra Pradesh",18.0,0.6,1.24,21.26,21.29,1,6
Cotton,A,3779.2,2,"Bengaluru, Karnataka",70.0,0.05,0.91,78.16,74.19,1,7
Cauliflower,B,1579.0,10,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,0.98,22.7,21.14,1,2
Carrot,A,1653.2,6,"Nashik, Maharashtra",34.0,0.5,1.34,39.47,48.85,0,25
Brinjal,B,1563.5,1,"Indore, Madhya Pradesh",22.0,0.75,1.25,23.73,25.03,0,25
Brinjal,B,1247.6,1,"Ludhiana, Punjab",22.0,0.75,1.04,21.74,25.11,0,25
Wheat,B,3863.0,8,"Nashik, Maharashtra",30.0,0.05,1.1,30.07,34.82,0,25
Groundnut,A,83.7,6,"Guntur, Andhra Pradesh",72.0,0.1,1.22,96.49,96.56,1,5
Potato,A,1763.7,3,"Guntur, Andhra Pradesh",20.0,0.2,1.32,23.74,22.61,1,6
Soybean,A,2241.5,11,"Ludhiana, Punjab",46.0,0.1,1.06,46.08,51.58,0,25
Onion,C,2953.1,9,"Nashik, Maharashtra",28.0,0.3,1.37,21.61,19.22,1,5
Brinjal,A,1279.0,12,"Bengaluru, Karnataka",22.0,0.75,1.31,28.23,24.95,1,4
Soybean,B,844.0,4,"Pune, Maharashtra",46.0,0.1,1.07,50.65,62.62,0,25
Wheat,B,2683.5,6,"Anand, Gujarat",30.0,0.05,1.08,31.17,29.44,1,3
Rice,A,360.8,2,"Bengaluru, Karnataka",48.0,0.05,1.32,71.4,72.28,1,4
Groundnut,B,3124.5,8,"Ludhiana, Punjab",72.0,0.1,1.1,65.49,73.74,0,25
Soybean,B,3194.5,6,"Indore, Madhya Pradesh",46.0,0.1,1.1,43.51,54.22,0,25
Groundnut,C,1473.9,4,"Ludhiana, Punjab",72.0,0.1,1.02,54.32,54.23,1,5
Cotton,B,3728.2,7,"Guntur, Andhra Pradesh",70.0,0.05,1.2,57.86,50.65,1,2
Wheat,A,1405.9,3,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.08,31.38,33.39,0,25
Maize,A,3672.4,10,"Ludhiana, Punjab",23.0,0.1,1.05,21.8,25.16,0,25
Cabbage,A,2324.1,6,"Ludhiana, Punjab",18.0,0.6,1.1,21.57,25.62,0,25
Potato,A,1840.1,1,"Bengaluru, Karnataka",20.0,0.2,1.39,24.04,27.33,0,25
Onion,B,534.0,7,"Anand, Gujarat",28.0,0.3,1.31,34.05,29.66,1,5
Wheat,C,3180.9,4,"Bengaluru, Karnataka",30.0,0.05,0.98,21.95,25.48,0,25
Maize,B,3247.9,12,"Bengaluru, Karnataka",23.0,0.1,1.13,26.15,26.54,1,6
Carrot,A,3619.5,11,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,0.91,36.72,38.49,1,6
Green Chilli,A,363.6,2,"Anand, Gujarat",55.0,0.7,1.26,59.34,61.04,1,8
Cauliflower,B,876.0,3,"Ludhiana, Punjab",26.0,0.8,1.31,25.13,23.13,1,6
Cauliflower,B,3384.4,5,"Pune, Maharashtra",26.0,0.8,1.23,23.53,26.39,0,25
Tomato,A,2589.1,4,"Indore, Madhya Pradesh",24.0,0.85,0.98,22.16,19.06,1,4
Sugarcane,B,3624.5,4,"Anand, Gujarat",4.5,0.4,1.13,4.3,3.88,1,4
Soybean,B,820.2,4,"Guntur, Andhra Pradesh",46.0,0.1,0.9,45.91,54.22,0,25
Maize,C,3264.0,3,"Ludhiana, Punjab",23.0,0.1,1.37,20.81,18.21,1,6
Green Chilli,B,150.0,1,"Nashik, Maharashtra",55.0,0.7,0.98,59.28,53.42,1,3
Green Chilli,B,1730.4,2,"Bengaluru, Karnataka",55.0,0.7,1.2,60.67,57.07,1,5
Sugarcane,A,2139.9,7,"Bengaluru, Karnataka",4.5,0.4,1.21,6.69,8.12,0,25
Rice,A,2508.6,7,"Bengaluru, Karnataka",48.0,0.05,1.08,66.92,61.01,1,6
Potato,C,2597.3,10,"Nashik, Maharashtra",20.0,0.2,1.19,16.33,15.49,1,2
Green Chilli,C,2747.4,11,"Ludhiana, Punjab",55.0,0.7,1.35,43.66,39.7,1,2
Groundnut,B,2483.0,12,"Bengaluru, Karnataka",72.0,0.1,1.35,67.69,65.32,1,7
Groundnut,C,940.7,6,"Bengaluru, Karnataka",72.0,0.1,1.01,68.16,69.57,1,5
Tomato,B,3634.2,2,"Guntur, Andhra Pradesh",24.0,0.85,1.18,16.68,16.77,1,5
Onion,C,1555.5,4,"Anand, Gujarat",28.0,0.3,0.95,24.77,25.92,1,3
Onion,B,2727.2,9,"Bengaluru, Karnataka",28.0,0.3,1.22,32.89,39.26,0,25
Soybean,C,3060.1,12,"Guntur, Andhra Pradesh",46.0,0.1,1.17,40.66,38.76,1,4
Rice,B,567.5,5,"Indore, Madhya Pradesh",48.0,0.05,1.0,49.73,56.01,0,25
Potato,A,2058.0,12,"Anand, Gujarat",20.0,0.2,1.22,24.21,27.88,0,25
Wheat,B,2262.8,6,"Anand, Gujarat",30.0,0.05,1.24,31.83,37.44,0,25
Soybean,C,2950.3,3,"Anand, Gujarat",46.0,0.1,1.08,37.94,33.12,1,2
Maize,C,1517.8,4,"Ludhiana, Punjab",23.0,0.1,0.92,17.31,19.11,0,25
Groundnut,B,3427.6,2,"Bengaluru, Karnataka",72.0,0.1,0.96,83.87,73.15,1,3
Sugarcane,B,3319.3,2,"Pune, Maharashtra",4.5,0.4,0.9,3.61,3.88,0,25
Wheat,A,103.5,3,"Ludhiana, Punjab",30.0,0.05,1.23,29.47,27.64,1,4
Brinjal,C,3149.0,9,"Nashik, Maharashtra",22.0,0.75,1.23,15.92,16.55,1,5
Onion,B,227.9,8,"Pune, Maharashtra",28.0,0.3,1.06,37.52,40.43,0,25
Sugarcane,A,391.6,6,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.39,6.37,7.37,0,25
Soybean,B,1122.9,7,"Ludhiana, Punjab",46.0,0.1,1.18,49.18,54.99,0,25
Cabbage,C,3939.8,10,"Guntur, Andhra Pradesh",18.0,0.6,1.2,13.9,16.29,0,25
Tomato,B,121.7,3,"Nashik, Maharashtra",24.0,0.85,0.98,25.92,32.16,0,25
Soybean,A,3474.2,10,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.15,49.9,45.4,1,2
Rice,C,1748.5,12,"Bengaluru, Karnataka",48.0,0.05,1.37,42.89,43.38,1,5
Soybean,B,2287.3,1,"Guntur, Andhra Pradesh",46.0,0.1,1.16,47.81,50.02,1,5
